Date,Meeting,Time,EW/Win,Jockey,Horse,Odds,SP,Value,Result,Stake,Profit,Running Profit,Best Odds,Running Profit Best Odds
2025-05-25,Fontwell,4:08,EW,Robert Dunne,Jewel Of Windsor,7.4,7.4,100.0,4,1.0,-0.5,-0.06,7.4,-0.06
2025-05-25,Curragh,4:15,EW,Nathan Crosse,Fiona Maccoul,44.0,44.0,100.0,NR,1.0,0.0,-0.06,44.0,-0.06
2025-05-25,Uttoxeter,4:23,Win,James Bowen,Art Of Diplomacy,3.5,3.5,100.0,2,1.0,-1.0,-1.06,3.5,-1.06
2025-05-25,Kelso,4:33,Win,Joshua Thompson(7),Feach Amach,3.6,3.6,100.0,1,1.0,2.6,1.54,3.6,1.54
2025-05-25,Fontwell,4:43,EW,Marc Goldstein,Millies Mite,18.0,18.0,100.0,PU,1.0,-0.5,1.04,18.0,1.04
2025-05-25,Uttoxeter,4:58,EW,Danny Mcmenamin,Model Approach,7.2,7.2,100.0,4,1.0,-0.5,0.54,7.2,0.54
2025-05-25,Kelso,5:08,EW,Henry Brooke,Am I Bovvered,8.4,8.4,100.0,NR,1.0,0.0,0.54,8.4,0.54
2025-05-25,Fontwell,5:18,Win,Jonathan Burke,Eastern Shores,2.68,2.68,100.0,4,1.0,-1.0,-0.46,2.68,-0.46
2025-05-25,Curragh,5:25,EW,Nathan Crosse,Nancee Spain,11.5,11.5,100.0,NR,1.0,0.0,-0.46,11.5,-0.46
2025-05-25,Uttoxeter,5:33,EW,Connor Brace,Ask A Sainte,7.0,7.0,100.0,9,1.0,-0.5,-0.96,7.0,-0.96
2025-05-26,Huntingdon,2:01,Win,Chad Bament(8),Dear Ralphy,1.6,1.6,100.0,2,1.0,-1.0,-1.0,1.6,-1.0
2025-05-26,Windsor,2:10,EW,Joe Leavy(3),Stalingrad,24.0,24.0,100.0,8,1.0,-0.5,-1.5,24.0,-1.5
2025-05-26,Redcar,2:15,EW,P J Mcdonald,Big Leader,6.8,6.8,100.0,1,1.0,3.08,1.58,6.8,1.58
2025-05-26,Cartmel,2:20,EW,Richie Mclernon,First Ever,19.0,19.0,100.0,8,1.0,-0.5,1.08,19.0,1.08
2025-05-26,Leicester,2:30,EW,Dougie Costello,Spirit Of Jenny,14.5,14.5,100.0,2,1.0,0.95,2.03,14.5,2.03
2025-05-26,Huntingdon,2:36,Win,Tristan Durrell(3),Rock House,1.42,1.42,100.0,4,1.0,-1.0,1.03,1.42,1.03
2025-05-26,Windsor,2:45,EW,Neil Callan,Oh Darling,8.2,8.2,100.0,10,1.0,-0.5,0.53,8.2,0.53
2025-05-26,Redcar,2:50,EW,Paul Mulrennan,Starlight Stanley,20.0,20.0,100.0,11,1.0,-0.5,0.03,20.0,0.03
2025-05-26,Leicester,3:05,EW,Dougie Costello,Singing In Paris,17.5,17.5,100.0,4,1.0,-0.5,-0.47,17.5,-0.47
2025-05-26,Huntingdon,3:11,EW,Conor Ring,Gusty,70.0,70.0,100.0,5,1.0,-0.5,-0.97,70.0,-0.97
2025-05-26,Redcar,3:25,EW,James Sullivan,Bobby Joe Leg,8.4,8.4,100.0,4,1.0,-0.5,-1.47,8.4,-1.47
2025-05-26,Cartmel,3:30,Win,Joshua Bryan,Musique De Fee,3.7,3.7,100.0,1,1.0,2.7,1.23,3.7,1.23
2025-05-26,Leicester,3:40,Win,Daniel Tudhope,Nakaaha,3.85,3.85,100.0,7,1.0,-1.0,0.23,3.85,0.23
2025-05-26,Huntingdon,3:46,Win,Stan Sheppard,Turpin Gold,4.2,4.2,100.0,1,1.0,3.2,3.43,4.2,3.43
2025-05-26,Windsor,3:55,EW,Jason Watson,Socialite,6.4,6.4,100.0,1,1.0,2.84,6.27,6.4,6.27
2025-05-26,Redcar,4:00,EW,Alex Jary(5),Jeany May,18.5,18.5,100.0,3,1.0,1.35,7.62,18.5,7.62
2025-05-26,Cartmel,4:05,Win,Shane Fenelon(5),Siberian Star,1.86,1.86,100.0,PU,1.0,-1.0,6.62,1.86,6.62
2025-05-26,Leicester,4:15,EW,Rossa Ryan,Arabian Sun,11.5,11.5,100.0,8,1.0,-0.5,6.12,11.5,6.12
2025-05-26,Huntingdon,4:20,EW,Tabitha Worsley(3),Raindance Queen,9.8,9.8,100.0,PU,1.0,-0.5,5.62,9.8,5.62
2025-05-26,Ballinrobe,4:25,Win,Donagh Meyler,Jesse Evans,3.5,3.5,100.0,NR,1.0,0.0,5.62,3.5,5.62
2025-05-26,Redcar,4:35,EW,Sam James,Romieu,9.2,9.2,100.0,10,1.0,-0.5,5.12,9.2,5.12
2025-05-26,Cartmel,4:40,Win,Theo Gillard,Grey Diamond,4.5,4.5,100.0,6,1.0,-1.0,4.12,4.5,4.12
2025-05-26,Leicester,4:50,EW,Daniel Tudhope,Dukes Command,11.5,11.5,100.0,7,1.0,-0.5,3.62,11.5,3.62
2025-05-26,Huntingdon,4:55,EW,Freddie Keighley(10),Pacific,5.6,5.6,100.0,3,1.0,0.06,3.68,5.6,3.68
2025-05-26,Ballinrobe,5:00,EW,Sam Ewing,Colvin,9.4,9.4,100.0,NR,1.0,0.0,3.68,9.4,3.68
2025-05-26,Windsor,5:05,EW,Charles Bishop,Hk Fourteen,6.2,6.2,100.0,3,1.0,0.12,3.8,6.2,3.8
2025-05-26,Redcar,5:10,Win,Joanna Mason,Diligent Resdev,2.56,2.56,100.0,3,1.0,-1.0,2.8,2.56,2.8
2025-05-26,Cartmel,5:15,EW,Brian Hughes,High Moon,5.1,5.1,100.0,2,1.0,0.01,2.81,5.1,2.81
2025-05-26,Leicester,5:25,Win,Ryan Kavanagh(5),Mr Trick,3.95,3.95,100.0,5,1.0,-1.0,1.81,3.95,1.81
2025-05-26,Windsor,5:40,EW,Joe Leavy(3),Bownder,6.0,6.0,100.0,4,1.0,-0.5,1.31,6.0,1.31
2025-05-26,Redcar,5:45,EW,Aiden Brookes(3),Irv,19.5,19.5,100.0,8,1.0,-0.5,0.81,19.5,0.81
2025-05-26,Cartmel,5:50,EW,Non-Runner,Premier Fantasy,6.0,6.0,100.0,NR,1.0,0.0,0.81,6.0,0.81
2025-05-26,Ballinrobe,6:00,EW,Danny Gilligan,Itsalladream,11.5,11.5,100.0,NR,1.0,0.0,0.81,11.5,0.81
2025-05-26,Ballinrobe,6:30,EW,Daniel King,Drumgill,13.0,13.0,100.0,NR,1.0,0.0,0.81,13.0,0.81
2025-05-26,Ballinrobe,7:00,EW,J J Slevin,Whatsafellatodo,5.2,5.2,100.0,NR,1.0,0.0,0.81,5.2,0.81
2025-05-26,Ballinrobe,7:30,Win,Mr E Finegan(7),Road To The Sea,4.6,4.6,100.0,NR,1.0,0.0,0.81,4.6,0.81
2025-05-27,Leicester,2:00,EW,Dylan Hogan,Wyle Cop,5.3,5.3,100.0,4,1.0,-0.5,-0.5,5.3,-0.5
2025-05-27,Leicester,2:30,EW,Billy Garritty,Urban Sky,5.1,5.1,100.0,2,1.0,0.01,-0.49,5.1,-0.49
2025-05-27,Brighton,2:40,EW,Laura Coughlan,Spanish Mane,19.0,19.0,100.0,4,1.0,-0.5,-0.99,19.0,-0.99
2025-05-27,Redcar,2:50,EW,Joe Fanning,Rommie The Miracle,7.4,7.4,100.0,1,1.0,3.44,2.45,7.4,2.45
2025-05-27,Leicester,3:00,EW,Cieren Fallon,Itraaq,5.8,5.8,100.0,6,1.0,-0.5,1.95,5.8,1.95
2025-05-27,Brighton,3:10,EW,Neil Callan,My Sarah Bear,15.0,15.0,100.0,7,1.0,-0.5,1.45,15.0,1.45
2025-05-27,Brighton,3:40,EW,Jason Watson,English Spirit,17.0,17.0,100.0,NR,1.0,0.0,1.45,17.0,1.45
2025-05-27,Redcar,3:50,Win,P J Mcdonald,Jet Black,2.78,2.78,100.0,1,1.0,1.78,3.23,2.78,3.23
2025-05-27,Leicester,4:00,Win,William Buick,Sixteen One,3.3,3.3,100.0,2,1.0,-1.0,2.23,3.3,2.23
2025-05-27,Brighton,4:10,EW,Oliver Carmichael(7),Uncle Dick,8.0,8.0,100.0,4,1.0,-0.5,1.73,8.0,1.73
2025-05-27,Brighton,4:45,EW,Taryn Langley(7),Makes Me Wonder,6.0,6.0,100.0,3,1.0,0.1,1.83,6.0,1.83
2025-05-27,Redcar,4:55,EW,Rhys Elliott(5),Due Respect,9.8,9.8,100.0,2,1.0,0.48,2.31,9.8,2.31
2025-05-27,Ballinrobe,5:00,EW,Darragh Okeeffe,Radar Ahead,8.6,8.6,100.0,NR,1.0,0.0,2.31,8.6,2.31
2025-05-27,Leicester,5:10,EW,Oliver Searle(5),Ajrad,11.0,11.0,100.0,10,1.0,-0.5,1.81,11.0,1.81
2025-05-27,Brighton,5:15,EW,Saffie Osborne,Under Curfew,6.2,6.2,100.0,3,1.0,0.12,1.93,6.2,1.93
2025-05-27,Redcar,5:25,EW,Miss Charli Parker(5),Newyorkstateofmind,18.0,18.0,100.0,6,1.0,-0.5,1.43,18.0,1.43
2025-05-27,Ballinrobe,5:30,EW,Darragh Okeeffe,Solar Drive,7.8,7.8,100.0,NR,1.0,0.0,1.43,7.8,1.43
2025-05-27,Tipperary,5:50,EW,W J Lee,Winters Breath,5.6,5.6,100.0,NR,1.0,0.0,1.43,5.6,1.43
2025-05-27,Ballinrobe,6:00,Win,Keith Donoghue,Noticebox,4.2,4.2,100.0,NR,1.0,0.0,1.43,4.2,1.43
2025-05-27,Wolverhampton (AW),6:12,Win,Richard Kingscote,Diamond Alexander,4.2,4.2,100.0,4,1.0,-1.0,0.43,4.2,0.43
2025-05-27,Tipperary,6:20,EW,Gary Carroll,Howdyadoit,5.3,5.3,100.0,NR,1.0,0.0,0.43,5.3,0.43
2025-05-27,Ballinrobe,6:30,Win,Keith Donoghue,Come On The Lads,3.65,3.65,100.0,NR,1.0,0.0,0.43,3.65,0.43
2025-05-27,Wolverhampton (AW),6:42,EW,William Carver,Frank Stamper,7.2,7.2,100.0,5,1.0,-0.5,-0.07,7.2,-0.07
2025-05-27,Tipperary,6:50,EW,Yudish Geerdharry(7),Memphis Rose,6.0,6.0,100.0,NR,1.0,0.0,-0.07,6.0,-0.07
2025-05-27,Ballinrobe,7:00,EW,Dylan Robinson,Maxios Prime,7.4,7.4,100.0,NR,1.0,0.0,-0.07,7.4,-0.07
2025-05-27,Wolverhampton (AW),7:12,EW,Alex Jary(5),Madame Fenella,12.0,12.0,100.0,6,1.0,-0.5,-0.57,12.0,-0.57
2025-05-27,Tipperary,7:20,EW,Patrick Mcgettigan(7),Emerald Harmony,8.2,8.2,100.0,NR,1.0,0.0,-0.57,8.2,-0.57
2025-05-27,Wolverhampton (AW),7:42,EW,Clifford Lee,Like Magic,11.5,11.5,100.0,12,1.0,-0.5,-1.07,11.5,-1.07
2025-05-27,Tipperary,7:50,Win,Colin Keane,Ardashir,4.7,4.7,100.0,NR,1.0,0.0,-1.07,4.7,-1.07
2025-05-27,Wolverhampton (AW),8:12,EW,Robert Havlin,Trusty Scout,7.0,7.0,100.0,5,1.0,-0.5,-1.57,7.0,-1.57
2025-05-27,Tipperary,8:20,Win,Leigh Roche,Plunkett Street,4.1,4.1,100.0,NR,1.0,0.0,-1.57,4.1,-1.57
2025-05-27,Ballinrobe,8:30,Win,Mr P W Mullins,Doctor Steinberg,1.73,1.73,100.0,NR,1.0,0.0,-1.57,1.73,-1.57
2025-05-27,Wolverhampton (AW),8:42,Win,Non-Runner,Phaedra,0.0,0.0,-,NR,1.0,0.0,-1.57,0.0,-1.57
2025-05-28,Hamilton,2:00,Win,Clifford Lee,Victor Cee,2.78,2.78,100.0,6,1.0,-1.0,-1.0,2.78,-1.0
2025-05-28,Beverley,2:10,EW,James Sullivan,Carnation Queen,16.5,16.5,100.0,5,1.0,-0.5,-1.5,16.5,-1.5
2025-05-28,Newton Abbot,2:18,EW,Tom Cannon,And She Was,8.4,8.4,100.0,UR,1.0,-0.5,-2.0,8.4,-2.0
2025-05-28,Beverley,2:40,Win,P J Mcdonald,Finbars Lad,4.7,4.7,100.0,4,1.0,-1.0,-3.0,4.7,-3.0
2025-05-28,Newton Abbot,2:48,Win,Sam Twiston-Davies,Mr Le Philosophe,3.8,3.8,100.0,3,1.0,-1.0,-4.0,3.8,-4.0
2025-05-28,Beverley,3:10,EW,Joe Fanning,Wadacre Maestro,7.6,7.6,100.0,8,1.0,-0.5,-4.5,7.6,-4.5
2025-05-28,Newton Abbot,3:18,EW,David Noonan,Blue Ribbon,12.5,12.5,100.0,4,1.0,-0.5,-5.0,12.5,-5.0
2025-05-28,Hamilton,3:30,EW,Connor Beasley,Military Girl,9.6,9.6,100.0,13,1.0,-0.5,-5.5,9.6,-5.5
2025-05-28,Newton Abbot,3:48,EW,Brendan Powell,Investment Manager,5.1,5.1,100.0,3,1.0,0.01,-5.49,5.1,-5.49
2025-05-28,Hamilton,4:00,Win,Paul Mulrennan,Oriental Prince,2.26,2.26,100.0,3,1.0,-1.0,-6.49,2.26,-6.49
2025-05-28,Beverley,4:10,EW,James Sullivan,Very Classy,16.5,16.5,100.0,8,1.0,-0.5,-6.99,16.5,-6.99
2025-05-28,Newton Abbot,4:18,EW,Mr Robbie David(7),Teorie,7.2,7.2,100.0,2,1.0,0.22,-6.77,7.2,-6.77
2025-05-28,Newton Abbot,4:48,EW,Miss Ellie Holder(7),Yccs Portocervo,7.2,7.2,100.0,2,1.0,0.22,-6.55,7.2,-6.55
2025-05-28,Wexford,4:55,EW,Cian Quirke(3),Tasmanian Girl,9.6,9.6,100.0,NR,1.0,0.0,-6.55,9.6,-6.55
2025-05-28,Hamilton,5:03,EW,Sean D Bowen,Jedhi Knight,18.5,18.5,100.0,NR,1.0,0.0,-6.55,18.5,-6.55
2025-05-28,Beverley,5:10,EW,Shay Farmer(7),Blackcurrent,6.8,6.8,100.0,1,1.0,3.08,-3.47,6.8,-3.47
2025-05-28,Kempton (AW),5:18,EW,Isobelle Chalmers(5),Cherry Hill,18.0,18.0,100.0,10,1.0,-0.5,-3.97,18.0,-3.97
2025-05-28,Cartmel,5:40,EW,Richie Mclernon,At Vimeiro,7.2,7.2,100.0,UR,1.0,-0.5,-4.47,7.2,-4.47
2025-05-28,Kempton (AW),5:52,EW,Sean Levey,Selmiya,7.6,7.6,100.0,3,1.0,0.26,-4.21,7.6,-4.21
2025-05-28,Wexford,6:00,EW,Darragh Okeeffe,Onebrightbluerose,6.2,6.2,100.0,NR,1.0,0.0,-4.21,6.2,-4.21
2025-05-28,Cartmel,6:10,EW,Brian Hughes,Belle Of Annandale,9.4,9.4,100.0,9,1.0,-0.5,-4.71,9.4,-4.71
2025-05-28,Kempton (AW),6:22,Win,Jim Crowley,Give Me The Night,3.9,3.9,100.0,4,1.0,-1.0,-5.71,3.9,-5.71
2025-05-28,Wexford,6:30,EW,Tiernan Power Roche(5),Polly Poppins,6.6,6.6,100.0,NR,1.0,0.0,-5.71,6.6,-5.71
2025-05-28,Cartmel,6:40,EW,Sean Quinlan,Fourofakind,5.1,5.1,100.0,6,1.0,-0.5,-6.21,5.1,-6.21
2025-05-28,Kempton (AW),6:52,EW,Pat Cosgrave,Both Of Us,7.0,7.0,100.0,8,1.0,-0.5,-6.71,7.0,-6.71
2025-05-28,Wexford,7:00,EW,Kevin Sexton,Hurricane Bailey,7.0,7.0,100.0,NR,1.0,0.0,-6.71,7.0,-6.71
2025-05-28,Cartmel,7:10,EW,Danny Mcmenamin,Vroomoz Eile,7.6,7.6,100.0,NR,1.0,0.0,-6.71,7.6,-6.71
2025-05-28,Kempton (AW),7:22,Win,Tom Marquand,Binhareer,3.95,3.95,100.0,7,1.0,-1.0,-7.71,3.95,-7.71
2025-05-28,Wexford,7:30,EW,Tiernan Power Roche(5),Lieutenant Mayne,6.0,6.0,100.0,NR,1.0,0.0,-7.71,6.0,-7.71
2025-05-28,Cartmel,7:40,EW,Charlotte Jones,Great Pepper,5.7,5.7,100.0,PU,1.0,-0.5,-8.21,5.7,-8.21
2025-05-28,Kempton (AW),7:52,EW,Edward Greatrex,Lesson Of Life,6.6,6.6,100.0,7,1.0,-0.5,-8.71,6.6,-8.71
2025-05-28,Wexford,8:00,EW,Kieren Buckley,Royal Cave,5.7,5.7,100.0,NR,1.0,0.0,-8.71,5.7,-8.71
2025-05-28,Kempton (AW),8:22,Win,Cieren Fallon,Haku,4.3,4.3,100.0,1,1.0,3.3,-5.41,4.3,-5.41
2025-05-28,Wexford,8:30,EW,Mr J L Gleeson,Strong Link,5.7,5.7,100.0,NR,1.0,0.0,-5.41,5.7,-5.41
2025-05-28,Cartmel,8:40,EW,Mr John Dawson,Great Notions,7.4,7.4,100.0,3,1.0,0.24,-5.17,7.4,-5.17
2025-05-28,Kempton (AW),8:52,EW,Oisin Murphy,Capone,7.2,7.2,100.0,PU,1.0,-0.5,-5.67,7.2,-5.67
